id,title,date_earliest,date_latest,thumb_vs,production_country,production_region,production_minting_place
26081,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27511/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26082,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27512/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26083,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27513/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26084,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27514/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26085,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27515/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26086,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27516/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26087,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27517/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26088,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27518/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26089,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27519/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26090,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27520/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26091,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27521/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26092,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27522/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26093,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27523/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26094,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27524/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26095,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27525/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26096,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27526/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26097,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27527/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26098,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27528/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26099,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27529/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26100,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27530/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26101,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27531/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26102,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27532/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26103,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27533/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26104,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27534/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26105,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27535/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26106,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27536/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26107,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27537/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26108,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27538/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26109,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27539/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26110,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27540/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26111,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27541/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26112,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27542/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26113,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27543/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26114,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27544/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26115,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27545/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26116,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27546/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26117,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27547/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26118,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27548/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26119,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27549/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26120,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27550/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26121,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27551/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26122,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27552/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26123,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27553/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26128,Perinthos,189,211,http://ww2.smb.museum/mk_edit/images/n27/27558/vs_thumb.jpg,Türkei,Thrakien,Perinthos (Herakleia)
26129,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27559/vs_thumb.jpg,Italien,Italia,Rom
26130,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27560/vs_thumb.jpg,Italien,Italia,Rom
26131,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27561/vs_thumb.jpg,Deutschland,Gallia,Trier
26132,Perinthos,203,222,http://ww2.smb.museum/mk_edit/images/n27/27562/vs_thumb.jpg,Türkei,Thrakien,Perinthos (Herakleia)
26133,Athen,-550,-520,http://ww2.smb.museum/mk_edit/images/n27/27563/vs_thumb.jpg,Griechenland,Attika,Athen
26134,Perinthos,225,244,http://ww2.smb.museum/mk_edit/images/n27/27564/vs_thumb.jpg,Türkei,Thrakien,Perinthos (Herakleia)
26135,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27565/vs_thumb.jpg,Italien,Italia,Rom
26136,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27566/vs_thumb.jpg,Italien,Italia,Rom
26139,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27569/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26140,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27570/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26141,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27571/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26142,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27572/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26143,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27573/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26144,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27574/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26145,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27575/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26146,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27576/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26147,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27577/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26148,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27578/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26149,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27579/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26150,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27580/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26151,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27581/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26152,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27582/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26153,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27583/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26154,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27584/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26155,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27585/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26156,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27586/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26157,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27587/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26158,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27588/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26159,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27589/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26160,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27590/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26165,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27595/vs_thumb.jpg,Italien,Italia,Rom
26166,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27596/vs_thumb.jpg,Deutschland,Gallia,Trier?
26168,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27598/vs_thumb.jpg,Deutschland,Gallia,Trier?
26170,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27600/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26171,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27601/vs_thumb.jpg,Russische Föderation,Ostpreußen,Königsberg (Kaliningrad)
26174,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27604/vs_thumb.jpg,Tunesien,Africa,Karthago
26175,"Deutsches Reich: Heinrich IV., Duisburg",1050,1106,http://ww2.smb.museum/mk_edit/images/n27/27605/vs_thumb.jpg,Deutschland,Rheinland,Duisburg
26176,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27606/vs_thumb.jpg,Italien,Italia,Rom
26177,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27607/vs_thumb.jpg,Kroatien,Pannonien,Siscia (Sisak)
26178,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27608/vs_thumb.jpg,Türkei,Pontos,Nikomedia (Izmit)
26179,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27609/vs_thumb.jpg,Türkei,Pontos,Nikomedia (Izmit)
26180,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27610/vs_thumb.jpg,Italien,Italia,Rom
26182,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27612/vs_thumb.jpg,Deutschland,Gallia,Trier
26183,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27613/vs_thumb.jpg,Italien,Italia,Rom
26184,Athen,-594,-562,http://ww2.smb.museum/mk_edit/images/n27/27614/vs_thumb.jpg,Griechenland,Attika,Athen
26185,Diocletianus,245,313,http://ww2.smb.museum/mk_edit/images/n27/27615/vs_thumb.jpg,Italien,Italia,Rom
26188,Lindos,-450,-407,http://ww2.smb.museum/mk_edit/images/n27/27618/vs_thumb.jpg,Griechenland,Karische Inseln,Lindos
26189,Gela,-415,-410,http://ww2.smb.museum/mk_edit/images/n27/27619/vs_thumb.jpg,Italien,Sizilien,Gela
26203,Himera,-455,-440,http://ww2.smb.museum/mk_edit/images/n27/27633/vs_thumb.jpg,Italien,Sizilien,Himera
26205,Himera,-455,-440,http://ww2.smb.museum/mk_edit/images/n27/27635/vs_thumb.jpg,Italien,Sizilien,Himera
26206,Himera,-455,-440,http://ww2.smb.museum/mk_edit/images/n27/27636/vs_thumb.jpg,Italien,Sizilien,Himera
26207,Himera,-440,-425,http://ww2.smb.museum/mk_edit/images/n27/27637/vs_thumb.jpg,Italien,Sizilien,Himera
26209,Himera,-440,-425,http://ww2.smb.museum/mk_edit/images/n27/27639/vs_thumb.jpg,Italien,Sizilien,Himera
26210,Himera,-450,-420,http://ww2.smb.museum/mk_edit/images/n27/27640/vs_thumb.jpg,Italien,Sizilien,Himera
26211,Himera,-450,-420,http://ww2.smb.museum/mk_edit/images/n27/27641/vs_thumb.jpg,Italien,Sizilien,Himera
26212,Himera,-440,-409,http://ww2.smb.museum/mk_edit/images/n27/27642/vs_thumb.jpg,Italien,Sizilien,Himera
26213,Himera,-440,-409,http://ww2.smb.museum/mk_edit/images/n27/27643/vs_thumb.jpg,Italien,Sizilien,Himera
26223,Motya,-410,-397,http://ww2.smb.museum/mk_edit/images/n27/27653/vs_thumb.jpg,Italien,Sizilien,Motya
26228,Motya,-410,-397,http://ww2.smb.museum/mk_edit/images/n27/27658/vs_thumb.jpg,Italien,Sizilien,Motya
26232,Messana,-407,-396,http://ww2.smb.museum/mk_edit/images/n27/27662/vs_thumb.jpg,Italien,Sizilien,Messana-Messina
26234,Leontinoi,-405,-402,http://ww2.smb.museum/mk_edit/images/n27/27664/vs_thumb.jpg,Italien,Sizilien,Leontinoi
26239,Himera,-415,-390,http://ww2.smb.museum/mk_edit/images/n27/27669/vs_thumb.jpg,Italien,Sizilien,Himera
26247,Athen,-550,-520,http://ww2.smb.museum/mk_edit/images/n27/27677/vs_thumb.jpg,Griechenland,Attika,Athen
26265,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27695/vs_thumb.jpg,Italien,Italia,Rom
26269,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27699/vs_thumb.jpg,Italien,Italia,Rom
26270,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27700/vs_thumb.jpg,Italien,Italia,Rom
26271,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27701/vs_thumb.jpg,Italien,Italia,Rom
26274,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27704/vs_thumb.jpg,Italien,Italia,Rom
26275,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27705/vs_thumb.jpg,Italien,Italia,Rom
26276,Athen,-550,-520,http://ww2.smb.museum/mk_edit/images/n27/27706/vs_thumb.jpg,Griechenland,Attika,Athen
26277,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27707/vs_thumb.jpg,Italien,Italia,Rom
26280,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27710/vs_thumb.jpg,Italien,Italia,Rom
26281,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27711/vs_thumb.jpg,Italien,Italia,Rom
26283,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27713/vs_thumb.jpg,Italien,Italia,Rom
26286,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27716/vs_thumb.jpg,Italien,Italia,Rom
26288,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27718/vs_thumb.jpg,Italien,Italia,Rom
26289,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27719/vs_thumb.jpg,Italien,Italia,Rom
26290,Nero,37,68,http://ww2.smb.museum/mk_edit/images/n27/27720/vs_thumb.jpg,Italien,Italia,Rom
26291,Athen,-550,-520,http://ww2.smb.museum/mk_edit/images/n27/27721/vs_thumb.jpg,Griechenland,Attika,Athen
26305,Korkyra (Korfu),-530,-510,http://ww2.smb.museum/mk_edit/images/n27/27735/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26307,Korkyra (Korfu),-460,-450,http://ww2.smb.museum/mk_edit/images/n27/27737/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26309,Korkyra (Korfu),-460,-380,http://ww2.smb.museum/mk_edit/images/n27/27739/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26310,Korkyra (Korfu),-380,-360,http://ww2.smb.museum/mk_edit/images/n27/27740/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26311,Korkyra (Korfu),-360,-350,http://ww2.smb.museum/mk_edit/images/n27/27741/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26312,Korkyra (Korfu),-500,-450,http://ww2.smb.museum/mk_edit/images/n27/27742/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26313,Korkyra (Korfu),-500,-450,http://ww2.smb.museum/mk_edit/images/n27/27743/vs_thumb.jpg,Griechenland,Inseln vor Epirus,Korkyra (Korfu)
26314,Seleukiden: Seleukos II.,-265,-226,http://ww2.smb.museum/mk_edit/images/n27/27744/vs_thumb.jpg,Syrische Arabische Republik,Syria,
26315,Madytos,-350,-300,http://ww2.smb.museum/mk_edit/images/n27/27745/vs_thumb.jpg,Türkei,Thrakien,Madytos
26316,Madytos,-350,-300,http://ww2.smb.museum/mk_edit/images/n27/27746/vs_thumb.jpg,Türkei,Thrakien,Madytos
26317,Madytos,-350,-300,http://ww2.smb.museum/mk_edit/images/n27/27747/vs_thumb.jpg,Türkei,Thrakien,Madytos
26318,Metapont,-400,-380,http://ww2.smb.museum/mk_edit/images/n27/27748/vs_thumb.jpg,Italien,Lukanien,Metapont
26319,Poseidonia,-420,-390,http://ww2.smb.museum/mk_edit/images/n27/27749/vs_thumb.jpg,Italien,Lukanien,Poseidonia-Paestum
26320,Thurioi,-415,-410,http://ww2.smb.museum/mk_edit/images/n27/27750/vs_thumb.jpg,Italien,Lukanien,Thurioi
26321,Thurioi,-443,-400,http://ww2.smb.museum/mk_edit/images/n27/27751/vs_thumb.jpg,Italien,Lukanien,Thurioi
26322,Thurioi,-443,-400,http://ww2.smb.museum/mk_edit/images/n27/27752/vs_thumb.jpg,Italien,Lukanien,Thurioi
26324,Akragas,-406,-406,http://ww2.smb.museum/mk_edit/images/n27/27754/vs_thumb.jpg,Italien,Sizilien,Akragas
26325,Athen,-520,-518,http://ww2.smb.museum/mk_edit/images/n27/27755/vs_thumb.jpg,Griechenland,Attika,Athen
26327,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27757/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26328,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27758/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26330,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27760/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26331,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27761/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26332,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27762/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26334,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27764/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26336,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27766/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26338,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27768/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26339,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27769/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26340,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27770/vs_thumb.jpg,Deutschland,Nordrhein-Westfalen,Kleve
26341,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27771/vs_thumb.jpg,Deutschland,Friesland,Aurich
26342,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27772/vs_thumb.jpg,Deutschland,Sachsen-Anhalt,Magdeburg
26344,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27774/vs_thumb.jpg,Polen,Pommern,Stettin (Szczecin)
26346,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27776/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26347,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27777/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26348,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27778/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26349,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27779/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26350,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27780/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26351,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27781/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26352,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27782/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26353,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27783/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26354,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27784/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26355,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27785/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26356,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27786/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26357,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27787/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26359,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27789/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26360,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27790/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26362,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27792/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26363,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27793/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26365,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27795/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26366,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27796/vs_thumb.jpg,Deutschland,Brandenburg,Berlin
26368,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27798/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26369,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27799/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26371,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27801/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26372,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27802/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26373,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27804/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26374,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27805/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26375,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27806/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26376,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27807/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
26377,Preußen: Friedrich II.,1712,1786,http://ww2.smb.museum/mk_edit/images/n27/27808/vs_thumb.jpg,Polen,Schlesien,Breslau (Wrocław)
